timestamp,open,high,low,close,volume,turnover
2025-05-18 19:00:00,104461.8,104713.5,104395.2,104501.4,901.593,94249788.2777
2025-05-18 19:30:00,104501.4,104501.4,103817.4,103842.3,2914.298,303429978.1548
2025-05-18 20:00:00,103842.3,103937.2,103228.0,103886.8,4860.046,503437288.1139
2025-05-18 20:30:00,103886.8,104201.6,103833.4,104021.1,1328.799,138227635.4558
2025-05-18 21:00:00,104021.1,104351.9,104021.0,104276.1,1144.046,119221174.143
2025-05-18 21:30:00,104276.1,104576.4,104059.3,104138.5,1902.794,198511084.4062
2025-05-18 22:00:00,104138.5,105064.3,103916.9,105033.6,3995.701,417626595.588
2025-05-18 22:30:00,105033.6,105994.0,104897.0,105936.9,8056.656,849023207.3457
2025-05-18 23:00:00,105936.9,105980.0,105437.8,105869.4,4148.233,438535565.8762
2025-05-18 23:30:00,105869.4,106650.0,105612.4,106428.1,5539.264,588252823.9364
2025-05-19 00:00:00,106428.1,107134.3,106082.1,106087.0,7638.799,813943410.6264
2025-05-19 00:30:00,106087.0,106144.0,105124.4,105230.4,3686.082,389133427.6951
2025-05-19 01:00:00,105230.4,105385.4,104700.0,105044.8,3308.605,347417952.4095
2025-05-19 01:30:00,105044.8,105253.1,104783.8,105018.3,1525.317,160166109.4309
2025-05-19 02:00:00,105018.3,105150.0,104527.1,104858.2,2171.664,227484717.7876
2025-05-19 02:30:00,104858.2,105020.0,104530.0,104610.4,1192.186,124913435.7894
2025-05-19 03:00:00,104610.4,104610.4,104050.0,104171.1,2235.587,233052427.7622
2025-05-19 03:30:00,104171.1,104209.2,103510.6,103566.8,3129.516,324838966.4307
2025-05-19 04:00:00,103566.8,103737.0,102870.5,103265.5,6952.157,718206521.8173
2025-05-19 04:30:00,103265.5,103487.9,102750.0,102964.0,3197.815,329564094.0781
2025-05-19 05:00:00,102964.0,103027.5,102577.7,102669.0,3141.847,322968307.9922
2025-05-19 05:30:00,102669.0,103063.3,102422.1,102983.9,3835.625,394397469.5982
2025-05-19 06:00:00,102983.9,103136.5,102508.9,102555.1,3274.177,336542595.41
2025-05-19 06:30:00,102555.1,102566.5,102000.0,102155.3,5646.386,577435799.0309
2025-05-19 07:00:00,102155.3,102850.5,102112.0,102763.2,2346.651,240733127.5838
2025-05-19 07:30:00,102763.2,103299.9,102750.0,103169.4,2597.495,267792268.5363
2025-05-19 08:00:00,103169.4,103300.0,102929.5,103197.2,1573.256,162276488.2503
2025-05-19 08:30:00,103197.2,103205.6,102866.4,103186.6,983.314,101339813.5721
2025-05-19 09:00:00,103186.6,103392.0,102945.3,103199.0,1858.696,191754752.1033
2025-05-19 09:30:00,103199.0,103270.0,102975.8,103020.3,756.309,77990404.5135
2025-05-19 10:00:00,103020.3,103045.5,102799.9,102997.6,1584.636,163064410.8864
2025-05-19 10:30:00,102997.6,103035.0,102837.3,102881.9,807.166,83095487.6926
2025-05-19 11:00:00,102881.9,103019.1,102733.1,103009.9,741.08,76244294.2898
2025-05-19 11:30:00,103009.9,103018.4,102867.4,102910.8,497.554,51226855.5783
2025-05-19 12:00:00,102910.8,102910.9,102400.1,102555.3,2313.36,237372825.1679
2025-05-19 12:30:00,102555.3,102575.0,102100.0,102432.0,2685.608,274751727.7991
2025-05-19 13:00:00,102432.0,102545.0,102274.8,102465.3,1228.526,125835658.2398
2025-05-19 13:30:00,102465.3,103495.8,102326.2,103239.7,4801.268,494587291.8468
2025-05-19 14:00:00,103239.7,103710.0,103131.7,103369.9,3599.041,372264367.8095
2025-05-19 14:30:00,103369.9,104348.1,103360.3,104301.1,5270.022,547975769.3515
2025-05-19 15:00:00,104301.1,104671.8,104239.0,104415.0,4416.342,461339701.3523
2025-05-19 15:30:00,104415.0,104952.3,104386.3,104749.7,3859.312,404360472.8418
2025-05-19 16:00:00,104749.7,105149.3,104462.6,105079.9,4909.976,514520034.0012
